id,board,black_score,best_move
1446,rn1q1rk1/pb2bppp/1p2pn2/2p5/2P5/2N1PNP1/PB1P1PBP/R2Q1RK1 b - - 0 10,-2.0,f6e4
1447,r2q1rk1/pb2bppp/1pn1pn2/2p5/2P5/2N1PNP1/PB1PQPBP/R4RK1 b - - 2 11,-11.0,c6a5
1448,r4rk1/pb1qbppp/1pn1pn2/2p5/2P5/2N1PNP1/PB1PQPBP/R2R2K1 b - - 4 12,-30.0,c6a5
1449,3r1rk1/pb1qbppp/1pn1pn2/2p5/2PP4/2N1PNP1/PB2QPBP/R2R2K1 b - - 0 13,-23.0,c6a5
1450,3r1rk1/pb1qbppp/1pn1pn2/8/2PP4/2N2NP1/PB2QPBP/R2R2K1 b - - 0 14,-42.0,d7e8
1451,3r1rk1/pb1qbppp/1p2pn2/n2P4/2P5/2N2NP1/PB2QPBP/R2R2K1 b - - 0 15,-70.0,e6d5
1452,3r1rk1/pb1qbppp/1p3n2/n2P4/8/2N2NP1/PB2QPBP/R2R2K1 b - - 0 16,-5.0,f8e8
1453,3r1rk1/pb1q1ppp/1p1b1n2/n2P2N1/8/2N3P1/PB2QPBP/R2R2K1 b - - 2 17,-14.0,f8e8
1454,3rr1k1/pb1q1ppp/1p1b1n2/n2P2N1/8/2NQ2P1/PB3PBP/R2R2K1 b - - 4 18,-11.0,d7g4
1455,3rr1k1/pb1q1pp1/1p1b1n1p/n2P4/4N3/2NQ2P1/PB3PBP/R2R2K1 b - - 1 19,-48.0,f6e4
1456,3rr1k1/pb1q1pp1/1p3n1p/n2Pb3/4NP2/2NQ2P1/PB4BP/R2R2K1 b - - 0 20,-11.0,f6e4
1457,3rr1k1/pb1q1pp1/1p5p/n2PP3/4n3/2NQ2P1/PB4BP/R2R2K1 b - - 0 21,-28.0,e4c5
1458,3rr1k1/pb1q1pp1/1p5p/n1nPP3/3Q4/2N3P1/PB4BP/R2R2K1 b - - 2 22,-20.0,b7a6
1459,3rr1k1/p2q1pp1/bp5p/n1nPP3/3Q4/2N3P1/PB4BP/2RR2K1 b - - 4 23,45.0,a5c6
1460,3rr1k1/p2q1pp1/bpn1P2p/2nP4/3Q4/2N3P1/PB4BP/2RR2K1 b - - 0 24,35.0,f7e6
1461,3rr1k1/p2q1pp1/bpn1n2p/3P4/6Q1/2N3P1/PB4BP/2RR2K1 b - - 1 25,-288.0,c6d4
1462,3rr1k1/p2q1pp1/bp2P2p/8/3n2Q1/2N3P1/PB4BP/2RR2K1 b - - 0 26,-322.0,d7e6
1463,3rr1k1/p4pp1/bp2Q2p/8/3n4/2N3P1/PB4BP/2RR2K1 b - - 0 27,-304.0,f7e6
1464,3rr1k1/p5p1/bp2p2p/8/3nB3/2N3P1/PB5P/2RR2K1 b - - 1 28,-272.0,a6e2
1465,3rr1k1/p5p1/1p2p2p/8/3nB3/2N3P1/PB2b2P/2R1R1K1 b - - 3 29,-267.0,e2c4
1466,3rr1k1/p5p1/1p2p2p/8/3nB3/2N1RbP1/PB5P/2R3K1 b - - 5 30,-286.0,f3g4
1467,3r1rk1/p5p1/1p2p2p/8/3nB3/B1N1RbP1/P6P/2R3K1 b - - 7 31,-296.0,f8f7
1468,3r1Bk1/p5p1/1p2p2p/8/3nb3/2N1R1P1/P6P/2R3K1 b - - 0 32,-337.0,e4b7
1469,3r2k1/p5p1/1p2p2p/5b2/3n4/B1N1R1P1/P6P/2R3K1 b - - 2 33,-348.0,d4c2
1470,3r2k1/p5p1/1p2p2p/5b2/8/B1N1R1P1/P1R4P/6K1 b - - 0 34,-357.0,f5c2
1471,3r2k1/p5p1/1p2p2p/8/8/B1N1R1P1/P1b2K1P/8 b - - 1 35,-284.0,c2f5
1472,3r2k1/p5p1/1p2p2p/5b2/8/2N1R1P1/PB3K1P/8 b - - 3 36,-294.0,f5g4
1473,6k1/p5p1/1p2p2p/5b2/8/2N3P1/PB1rRK1P/8 b - - 5 37,-299.0,d2d3
1474,6k1/p5p1/1p2p2p/5b2/4N3/3r2P1/PB2RK1P/8 b - - 7 38,-258.0,a7a5
1475,6k1/6p1/1p2p2p/p4b2/4N3/3rR1P1/PB3K1P/8 b - - 1 39,-285.0,d3d1
1476,3r2k1/6p1/1p2p2p/p4b2/8/2N1R1P1/PB3K1P/8 b - - 3 40,-289.0,d8d2
1477,3r2k1/6p1/1p2p2p/p7/6b1/2N1R1P1/PB5P/4K3 b - - 5 41,-247.0,b6b5
1478,3r2k1/6p1/4p2p/pp6/6b1/4R1P1/PB2N2P/4K3 b - - 1 42,-246.0,b5b4
1479,3r2k1/6p1/4p2p/p7/1p3Nb1/4R1P1/PB5P/4K3 b - - 1 43,398.0,d8d1
1480,3r4/5kp1/4p2p/p7/1p4b1/3NR1P1/PB5P/4K3 b - - 3 44,-273.0,f7g8
1481,3r4/5kp1/4p2p/4N3/pp4b1/4R1P1/PB5P/4K3 b - - 1 45,-538.0,f7g8
1482,3r4/4k1p1/4p2p/8/pp4N1/4R1P1/PB5P/4K3 b - - 0 46,-565.0,e7f8
1483,3r4/4k1p1/4p3/4N2p/pp6/4R1P1/PB5P/4K3 b - - 1 47,-589.0,d8c8
1484,3r4/4k3/2N1p1p1/7p/pp6/4R1P1/PB5P/4K3 b - - 1 48,-878.0,e7d7
1485,3N4/3k4/4p1p1/7p/pp6/4R1P1/PB5P/4K3 b - - 0 49,-878.0,h5h4
1486,3k4/8/4p1p1/7p/pp2R3/6P1/PB5P/4K3 b - - 1 50,-887.0,b4b3
1487,8/3k4/4p1p1/7p/pR6/6P1/PB5P/4K3 b - - 0 51,-904.0,d7d6
1488,8/3k4/4p1p1/7p/1R6/B5P1/P6P/4K3 b - - 0 52,-905.0,d7c6
1489,8/8/3kp1p1/7p/R7/B5P1/P6P/4K3 b - - 2 53,-911.0,d6d5
1490,8/R2k4/4p1p1/7p/8/B5P1/P6P/4K3 b - - 4 54,-933.0,d7c6
1491,4k3/6R1/4p1p1/7p/8/B5P1/P6P/4K3 b - - 6 55,-3480.0,e8d8
1492,4k3/8/4p3/6Rp/8/B5P1/P6P/4K3 b - - 0 56,-1753.0,e8f7
1493,4k3/8/8/4p2R/8/B5P1/P6P/4K3 b - - 0 57,,e8f7
1494,8/5k2/8/4R3/8/B5P1/P6P/4K3 b - - 0 58,,f7g7
1495,8/8/5k2/8/8/B3R1P1/P6P/4K3 b - - 2 59,,f6g5
1496,8/8/6k1/8/8/B3R1P1/P4K1P/8 b - - 4 60,,g6f5
1497,8/5k2/8/8/6P1/B3R3/P4K1P/8 b - - 0 61,,f7g6
1498,8/8/5k2/8/6P1/B3R1K1/P6P/8 b - - 2 62,,f6f7
1499,8/8/6k1/8/6PP/B3R1K1/P7/8 b - - 0 63,,g6f7
1500,8/6k1/8/4R3/6PP/B5K1/P7/8 b - - 2 64,,g7g8
1501,6k1/8/8/4R3/5KPP/B7/P7/8 b - - 4 65,,g8g7
1502,8/5k2/8/4R1P1/5K1P/B7/P7/8 b - - 0 66,,f7g7
1503,6k1/8/8/4R1PP/5K2/B7/P7/8 b - - 0 67,,g8f7
1504,8/5k2/8/4RKPP/8/B7/P7/8 b - - 2 68,,f7g7
1505,6k1/4R3/8/5KPP/8/B7/P7/8 b - - 4 69,,g8h8
1506,7k/4R3/5K2/6PP/8/B7/P7/8 b - - 6 70,,h8g8
1507,6k1/4R3/5K1P/6P1/8/B7/P7/8 b - - 0 71,,g8f8
1508,7k/4R3/5KPP/8/8/B7/P7/8 b - - 0 72,,h8g8
1509,rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,37.0,e7e5
1510,rnbqkbnr/pppppp1p/6p1/8/1P6/8/PBPPPPPP/RN1QKBNR b KQkq - 1 2,5.0,g8f6
1511,rnbqkb1r/pppppp1p/5np1/8/1PP5/8/PB1PPPPP/RN1QKBNR b KQkq - 0 3,4.0,f8g7
1512,rnbqk2r/ppppppbp/5np1/1P6/2P5/8/PB1PPPPP/RN1QKBNR b KQkq - 0 4,18.0,d7d6
1513,rnbq1rk1/ppppppbp/5np1/1P6/P1P5/8/1B1PPPPP/RN1QKBNR b KQ - 0 5,21.0,d7d6
1514,rnbq1rk1/pp1pppbp/5np1/1Pp5/P1P5/4P3/1B1P1PPP/RN1QKBNR b KQ - 0 6,14.0,f8e8
1515,rnbq1rk1/pp2ppbp/5np1/1PpP4/P7/4P3/1B1P1PPP/RN1QKBNR b KQ - 0 7,19.0,f6d5
1516,rnb2rk1/pp2ppbp/5np1/1Ppq4/P7/4PN2/1B1P1PPP/RN1QKB1R b KQ - 1 8,-22.0,c8f5
1517,rnb2rk1/p3ppbp/1p3np1/1Ppq4/P7/4PN2/1B1PBPPP/RN1QK2R b KQ - 1 9,-7.0,c8b7
1518,rn3rk1/pb2ppbp/1p3np1/1Ppq4/P7/4PN2/1B1PBPPP/RN1Q1RK1 b - - 3 10,-7.0,a7a6
1519,r4rk1/pb1nppbp/1p3np1/1Ppq4/P2P4/4PN2/1B2BPPP/RN1Q1RK1 b - - 0 11,28.0,f6e4
1520,r4rk1/pb1nppbp/1p3np1/1P1q4/P2B4/4PN2/4BPPP/RN1Q1RK1 b - - 0 12,30.0,a8c8
1521,2r2rk1/pb1nppbp/1p3np1/1P1q4/P2B4/4PN2/3NBPPP/R2Q1RK1 b - - 2 13,53.0,e7e5
1522,2rr2k1/pb1nppbp/1p3np1/1P1q4/P2B4/4PN2/3NBPPP/2RQ1RK1 b - - 4 14,54.0,d7c5
1523,2rr2k1/pb1n1pbp/1p3np1/1P1qp3/P7/4PN2/1B1NBPPP/2RQ1RK1 b - - 1 15,49.0,e5e4
1524,2rr2k1/pb1n1pbp/1p3np1/1P1q4/P2Np3/4P3/1B1NBPPP/2RQ1RK1 b - - 1 16,43.0,c8c1
1525,2rr2k1/pb3pbp/1p3np1/1Pnq4/P3p3/1N2P3/1B1NBPPP/2RQ1RK1 b - - 3 17,46.0,f6d7
1526,2rr2k1/pb1n1pBp/1p4p1/1Pnq4/P3p3/1N2P3/3NBPPP/2RQ1RK1 b - - 0 18,40.0,g8g7
1527,2rr4/pb1n1pkp/1p4p1/1Pnq4/P1R1p3/1N2P3/3NBPPP/3Q1RK1 b - - 1 19,34.0,c5b3
1528,2Rr4/pb1n1pkp/1p4p1/1P1q4/P3p3/1n2P3/3NBPPP/3Q1RK1 b - - 0 20,27.0,d8c8
1529,2r5/pb1n1pkp/1p4p1/1P1q4/P3p3/1N2P3/4BPPP/3Q1RK1 b - - 0 21,22.0,d5d1
1530,2r5/pb1n1pkp/1p4p1/1P6/P3p3/1N2P3/4BPPP/3R2K1 b - - 0 22,23.0,d7c5
1531,2r5/pb3pkp/1p4p1/1P2n3/P3p3/1N2P2P/4BPP1/3R2K1 b - - 0 23,62.0,c8c3
1532,8/pb3pkp/1p4p1/1P2n3/P2Np3/2r1P2P/4BPP1/3R2K1 b - - 2 24,55.0,c3a3
1533,8/pb3pkp/1p4p1/1P2n3/P2Np3/r3P2P/4BPP1/2R3K1 b - - 4 25,60.0,b7d5
1534,8/pbR2pkp/1p4p1/1P2n3/r2Np3/4P2P/4BPP1/6K1 b - - 1 26,65.0,b7d5
1535,8/p1R2pkp/1p4p1/1P1bn3/r2Np1P1/4P2P/4BP2/6K1 b - - 0 27,71.0,h7h6
1536,8/p1R2pkp/1p4p1/1P1bn1P1/3Np3/4P2P/r3BP2/6K1 b - - 0 28,59.0,h7h5
1537,8/p1R2pk1/1p4pp/1P1bn1P1/3Np2P/4P3/r3BP2/6K1 b - - 0 29,67.0,h6g5
1538,8/p1R2pk1/1p4p1/1P1bn1P1/3Np3/4P3/r3BP2/6K1 b - - 0 30,64.0,a2a1
1539,8/p1R2pk1/1p4p1/1P1b2P1/3NpP2/3nP3/r3B3/6K1 b - f3 0 31,6.0,g7f8
1540,8/p1R2pk1/1p4p1/1Pnb2P1/3NpP2/4P3/r7/5BK1 b - - 2 32,68.0,c5e6
1541,5k2/p1R2p2/1pN3p1/1Pnb2P1/4pP2/4P3/r7/5BK1 b - - 4 33,16.0,d5e6
1542,5k2/p1R2p2/1pP3p1/2n3P1/4pP2/4P3/r7/5BK1 b - - 0 34,7.0,c5e6
1543,5k2/pR3p2/1pP1n1p1/6P1/4pP2/4P3/r7/5BK1 b - - 2 35,10.0,a2c2
1544,5k2/pR3p2/1pP1n1p1/1B4P1/4pP2/4P3/2r5/6K1 b - - 4 36,0.0,c2c1
1545,1R3k2/5p2/ppP1n1p1/1B4P1/4pP2/4P3/2r5/6K1 b - - 1 37,0.0,f8e7
1546,1R6/4kp2/BpP1n1p1/6P1/4pP2/4P3/2r5/6K1 b - - 0 38,8.0,c2c6
1547,1R6/4kp2/Bpr1n1p1/6P1/4pP2/4P3/5K2/8 b - - 1 39,15.0,e6c7
1548,1R6/4kp2/Bp2n1p1/6P1/4pP2/4P1K1/2r5/8 b - - 3 40,6.0,e6g7
1549,1R6/4kp2/Bp2n1p1/6P1/4pP2/2r1P3/5K2/8 b - - 5 41,0.0,c3c6
1550,1R6/4kp2/1p2n1p1/6P1/4pP2/4P3/2r1BK2/8 b - - 7 42,64.0,e6c7
1551,8/1R2kp2/1p2n1p1/6P1/4pP2/4P3/1r2BK2/8 b - - 9 43,0.0,e7f8
1552,5k2/1R3p2/1p2n1p1/6P1/4pP2/4P3/1r2B3/4K3 b - - 11 44,0.0,e6c5
1553,1R3k2/5p2/1p4p1/2n3P1/4pP2/4P3/1r2B3/4K3 b - - 13 45,0.0,f8e7
1554,1R6/4kp2/1p4p1/2n3P1/2B1pP2/4P3/1r6/4K3 b - - 15 46,0.0,f7f6
1555,1R6/4kp2/1p4p1/2nB2P1/1r2pP2/4P3/8/4K3 b - - 17 47,0.0,b4b5
1556,1R6/4kp2/1p4p1/2nB2P1/4pP2/4P3/1r6/3K4 b - - 19 48,0.0,b2b5
1557,1R6/4kp2/1p4p1/6P1/4BP2/3nP3/1r6/3K4 b - - 0 49,-3.0,d3f2
1558,1R6/4kp2/1p4p1/6P1/4BP2/4P3/1r3n2/2K5 b - - 2 50,2.0,b2b3
1559,1R6/4kp2/1p4p1/6P1/4nP2/4P3/1K6/8 b - - 0 51,-405.0,e4c5
1560,1R6/4kp2/1p1n2p1/6P1/5P2/2K1P3/8/8 b - - 2 52,-444.0,b6b5
1561,1R6/4kp2/3n2p1/1p4P1/3K1P2/4P3/8/8 b - - 1 53,-453.0,e7d7
1562,1R6/5p2/3nk1p1/1p4P1/3KPP2/8/8/8 b - - 0 54,-489.0,e6d7
1563,1R6/8/3nk1p1/1p2PpP1/3K1P2/8/8/8 b - - 0 55,-653.0,d6e4
1564,8/8/4k1p1/1R2PpP1/2nK1P2/8/8/8 b - - 0 56,-740.0,c4d2
1565,8/8/1R2k1p1/4PpP1/3K1P2/8/3n4/8 b - - 2 57,-780.0,e6f7
1566,8/4k3/5Rp1/4PpP1/3K1P2/8/3n4/8 b - - 4 58,-809.0,d2e4
1567,8/4k3/5Rp1/3KPpP1/5P2/5n2/8/8 b - - 6 59,-982.0,e7e8
1568,8/4k3/4PRp1/3K1pP1/5P1n/8/8/8 b - - 0 60,,h4f3
1569,8/4kR2/4P1p1/3K1pP1/5P2/8/6n1/8 b - - 2 61,,e7e8
1570,4k3/5R2/4P1p1/4KpP1/5P2/8/6n1/8 b - - 4 62,,g2e3
1571,4k3/5R2/4PKp1/5pP1/5P2/4n3/8/8 b - - 6 63,,e8d8
1572,4k3/5R2/4P1K1/5pP1/2n2P2/8/8/8 b - - 0 64,,c4d6
1573,4k3/5R2/3nPK2/5pP1/5P2/8/8/8 b - - 2 65,,d6f7
1574,4k3/5P2/5K2/5pP1/5P2/8/8/8 b - - 0 66,,e8f8
1575,5k2/5P2/8/5KP1/5P2/8/8/8 b - - 0 67,,f8e7
1576,8/5k2/6P1/5K2/5P2/8/8/8 b - - 0 68,,f7e8
1577,8/6k1/6P1/6K1/5P2/8/8/8 b - - 2 69,,g7f8
1578,6k1/8/5KP1/8/5P2/8/8/8 b - - 4 70,,g8f8
1579,5k2/6P1/5K2/8/5P2/8/8/8 b - - 0 71,,f8e8
1580,6k1/6P1/5K2/5P2/8/8/8/8 b - - 0 72,,g8h7
1581,8/5KPk/8/5P2/8/8/8/8 b - - 2 73,,h7h6
1582,6Q1/5K2/7k/5P2/8/8/8/8 b - - 0 74,,h6h5
1583,8/5K2/8/5P1k/8/6Q1/8/8 b - - 2 75,,h5h6
1584,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-21.0,c7c5
1585,rnbqkbnr/p1pppppp/8/1p6/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,-85.0,c8b7
1586,rnbqkbnr/2pppppp/p7/1p6/P3P3/5N2/1PPP1PPP/RNBQKB1R b KQkq - 0 3,-57.0,c8b7
1587,rnbqkbnr/2pppppp/p7/8/Pp1PP3/5N2/1PP2PPP/RNBQKB1R b KQkq - 0 4,-99.0,e7e6
1588,rn1qkbnr/1bpppppp/p7/8/Pp1PP3/3B1N2/1PP2PPP/RNBQK2R b KQkq - 2 5,-94.0,e7e6
1589,rn1qkbnr/1bpp1ppp/p3p3/8/Pp1PP3/3B1N2/1PP2PPP/RNBQ1RK1 b kq - 1 6,-96.0,c7c5
1590,rn1qkb1r/1bpp1ppp/p3pn2/8/Pp1PP3/3B1N2/1PP1QPPP/RNB2RK1 b kq - 3 7,-107.0,f8e7
1591,rn1qkb1r/1b1p1ppp/p3pn2/2P5/Pp2P3/3B1N2/1PP1QPPP/RNB2RK1 b kq - 0 8,-87.0,f8c5
1592,rn1qk2r/1b1p1ppp/p3pn2/2b1P3/Pp6/3B1N2/1PP1QPPP/RNB2RK1 b kq - 0 9,-85.0,f6d5
1593,rn1qk2r/1b1p1ppp/p3p3/2bnP3/Pp2Q3/3B1N2/1PP2PPP/RNB2RK1 b kq - 2 10,5.0,d8c7
1594,r2qk2r/1b1p1ppp/p1n1p3/2bnP3/Pp4Q1/3B1N2/1PP2PPP/RNB2RK1 b kq - 4 11,94.0,d8c7
1595,r2qk2r/1b1p1p1p/p1n1p1p1/2bnP3/Pp4Q1/3B1N2/1PPN1PPP/R1B2RK1 b kq - 1 12,-55.0,h7h5
1596,r2qk2r/1b1p1p2/p1n1p1p1/2bnP2p/Pp6/3B1NQ1/1PPN1PPP/R1B2RK1 b kq - 1 13,-16.0,h5h4
1597,r2qk2r/1b1p1p2/p1n1p1p1/2bnP3/Pp4Qp/3B1N2/1PPN1PPP/R1B2RK1 b kq - 1 14,-12.0,d8c7
1598,r2qk2r/1b1p1p2/p1n1p1p1/2bnP3/Pp4Q1/3B1N1P/1PPN1P1P/R1B2RK1 b kq - 0 15,-28.0,d8c7
1599,r3k2r/1bqp1p2/p1n1p1p1/2bnP3/Pp2N1Q1/3B1N1P/1PP2P1P/R1B2RK1 b kq - 2 16,-23.0,c5e7
1600,r3k2r/1bqpbp2/p1n1p1p1/3nP3/Pp2N3/3B1NQP/1PP2P1P/R1B2RK1 b kq - 4 17,-32.0,e8c8
1601,r3k2r/1bqpbp2/2n1p1p1/p2nP1B1/Pp2N3/3B1NQP/1PP2P1P/R4RK1 b kq - 1 18,42.0,e7g5
1602,r3k2r/2qpBp2/b1n1p1p1/p2nP3/Pp2N3/3B1NQP/1PP2P1P/R4RK1 b kq - 0 19,-32.0,c6e7
1603,r3k2r/2qpnp2/b2Np1p1/p2nP3/Pp6/3B1NQP/1PP2P1P/R4RK1 b kq - 1 20,-31.0,e8f8
1604,r4k1r/2qpnp2/b2Np1p1/p2nP1N1/Pp6/3B2QP/1PP2P1P/R4RK1 b - - 3 21,43.0,a6d3
1605,r4k1r/2qpnp2/3Np1p1/p2nP1N1/Pp6/3P2QP/1P3P1P/R4RK1 b - - 0 22,46.0,e7f5
1606,r4k1r/2qp1p2/3Np1p1/p2nPnN1/Pp6/3P1Q1P/1P3P1P/R4RK1 b - - 2 23,106.0,c7c2
1607,r4k1r/2qp4/3Nppp1/p2nPnN1/Pp6/3P1Q1P/1P3P1P/2R2RK1 b - - 1 24,21.0,c7b6
1608,r4k1r/3p4/1q2ppp1/p2nPnN1/PpN5/3P1Q1P/1P3P1P/2R2RK1 b - - 3 25,27.0,b6d8
1609,r4k1r/3p4/4pPp1/p2n1nN1/PpNq4/3P1Q1P/1P3P1P/2R2RK1 b - - 0 26,20.0,d4f6
1610,r4k1r/3p4/4pqp1/p2n1n2/PpN1N3/3P1Q1P/1P3P1P/2R2RK1 b - - 1 27,21.0,f6d4
1611,r4k1r/3p4/4p1p1/p2nNn2/Pp2N2q/3P1Q1P/1P3P1P/2R2RK1 b - - 3 28,-54.0,f8g7
1612,r6r/3p2k1/4p1p1/p2nNn2/Pp2N1Qq/3P3P/1P3P1P/2R2RK1 b - - 5 29,-54.0,h8h6
1613,r7/3p2k1/4p1pr/p2nNn2/Pp2N1Qq/3P3P/1P3P1P/2R1R1K1 b - - 7 30,-32.0,a8a7
1614,r7/3p2k1/4p1pr/p2nN3/PpRnN1Qq/3P3P/1P3P1P/4R1K1 b - - 9 31,-232.0,d4f5
1615,r7/3N2k1/4p1pr/p2n4/PpR1N1Qq/1n1P3P/1P3P1P/4R1K1 b - - 0 32,-241.0,h4h3
1616,r7/3N2k1/4p1pr/p2n4/PpR1N3/1n1P3Q/1P3P1P/4R1K1 b - - 0 33,-264.0,h6h3
1617,r7/3N2k1/4p1p1/p2n2N1/PpR5/1n1P3r/1P3P1P/4R1K1 b - - 1 34,-261.0,h3h5
1618,r7/3N2k1/4N1p1/p2n3r/PpR5/1n1P4/1P3P1P/4R1K1 b - - 0 35,-268.0,g7f7
1619,r7/3N1k2/6p1/p2n3r/PpRN4/1n1P4/1P3P1P/4R1K1 b - - 2 36,-273.0,b3d4
1620,r7/3N1k2/6p1/p2n3r/Pp1R4/3P4/1P3P1P/4R1K1 b - - 0 37,-281.0,a8c8
1621,3r4/5k2/6p1/p2nN2r/Pp1R4/3P4/1P3P1P/4R1K1 b - - 2 38,-276.0,f7g7
1622,3r4/8/5kp1/p2n3r/Pp1R2N1/3P4/1P3P1P/4R1K1 b - - 4 39,-312.0,f6f7
1623,3r4/5k2/6p1/p2nR2r/Pp1R2N1/3P4/1P3P1P/6K1 b - - 6 40,-310.0,h5e5
1624,8/5k2/3r2p1/p2n3R/Pp1R2N1/3P4/1P3P1P/6K1 b - - 0 41,-334.0,g6h5
1625,8/5k2/3r4/p2nN2p/Pp1R4/3P4/1P3P1P/6K1 b - - 1 42,-353.0,f7e6
1626,8/8/3rk3/p2n3p/PpNR4/3P4/1P3P1P/6K1 b - - 3 43,-362.0,d6d7
1627,8/8/r3k3/p2n3p/PpN1R3/3P4/1P3P1P/6K1 b - - 5 44,-335.0,e6f6
1628,8/8/r4k2/p2nR2p/PpN5/3P4/1P3P1P/6K1 b - - 7 45,-299.0,d5f4
1629,8/8/r4k2/R6p/PpN2n2/3P4/1P3P1P/6K1 b - - 0 46,-332.0,a6a5
1630,8/8/4rk2/R6p/Pp3n2/3PN3/1P3P1P/6K1 b - - 2 47,-370.0,e6e5
1631,8/8/4rk2/7R/Pp6/3nN3/1P3P1P/6K1 b - - 0 48,-369.0,d3b2
1632,8/8/4rk2/5R2/Pp6/4N3/1n3P1P/6K1 b - - 1 49,-120.0,f6g6
1633,8/8/4r1k1/1R6/Pp6/4N3/1n3P1P/6K1 b - - 3 50,-139.0,b2a4
1634,8/8/4r1k1/8/nR6/4N3/5P1P/6K1 b - - 0 51,-140.0,a4c5
1635,8/8/4r1k1/8/6R1/2n1N3/5P1P/6K1 b - - 2 52,-150.0,g6h6
1636,8/8/4r3/7k/5R2/2n1N3/5P1P/6K1 b - - 4 53,295.0,c3e2
1637,8/8/4r3/7k/5R2/4N3/4nPKP/8 b - - 6 54,304.0,e2f4
1638,8/8/4r3/7k/5n2/4NK2/5P1P/8 b - - 1 55,303.0,f4d3
1639,8/8/4r1n1/7k/8/4N1K1/5P1P/8 b - - 3 56,324.0,e6f6
1640,8/8/4r3/7k/5P1n/4N1K1/7P/8 b - - 0 57,,e6e3
1641,8/8/8/7k/5P1n/4r3/5K1P/8 b - - 1 58,,h4f5
1642,8/8/8/7k/5P1n/5r2/4K2P/8 b - - 3 59,,h5g4
1643,8/8/8/7k/5r1n/4K3/7P/8 b - - 1 60,,h5g4
1644,8/8/8/7k/4K2n/5r2/7P/8 b - - 3 61,528.0,f3h3
1645,8/8/8/7k/5K1n/7r/7P/8 b - - 5 62,555.0,h5h6
1646,8/8/8/7k/7n/6K1/7r/8 b - - 1 63,,h2g2
1647,8/8/8/7k/5K1n/8/6r1/8 b - - 3 64,,g2e2
1648,8/8/8/4K2k/6rn/8/8/8 b - - 5 65,,h5g5
1649,8/8/8/3K2k1/6rn/8/8/8 b - - 7 66,,g5f5
1650,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-31.0,e7e5
1651,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-36.0,b8c6
1652,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-19.0,g8f6
1653,r1bqk1nr/pppp1ppp/2n5/3Np3/1b2P3/5N2/PPPP1PPP/R1BQKB1R b KQkq - 5 4,-47.0,g8f6
1654,r1bqk2r/pppp1ppp/2n2n2/3Np3/1bB1P3/5N2/PPPP1PPP/R1BQK2R b KQkq - 7 5,-33.0,e8g8
1655,r1bq1rk1/pppp1ppp/2n2n2/3Np3/1bB1P3/5N2/PPPP1PPP/R1BQ1RK1 b - - 9 6,-25.0,f6e4
1656,r1bq1rk1/ppppbppp/2n2n2/3Np3/2BPP3/5N2/PPP2PPP/R1BQ1RK1 b - - 0 7,-35.0,c6d4
1657,r1bq1rk1/ppp1bppp/2np1n2/3NP3/2B1P3/5N2/PPP2PPP/R1BQ1RK1 b - - 0 8,-27.0,c6e5
1658,r1bq1rk1/ppp1bppp/2n2n2/3Np3/2B1P3/5N2/PPP1QPPP/R1B2RK1 b - - 1 9,-24.0,h7h6
1659,r1bq1rk1/ppp1bppp/5n2/3Np3/2BNP3/8/PPP1QPPP/R1B2RK1 b - - 0 10,-80.0,f6d5
1660,r1bq1rk1/ppp1bppp/5n2/3N4/2BpP3/2P5/PP2QPPP/R1B2RK1 b - - 0 11,1.0,f6d5
1661,r1bq1rk1/ppp1bppp/8/3B4/3pP3/2P5/PP2QPPP/R1B2RK1 b - - 0 12,-3.0,d4c3
1662,r1bq1rk1/pp2bppp/2p5/8/3pP3/1BP5/PP2QPPP/R1B2RK1 b - - 1 13,-1.0,d4c3
1663,r1bq1rk1/pp2bppp/2p5/8/4P3/1BP5/P3QPPP/R1B2RK1 b - - 0 14,0.0,e7c5
1664,r1b2rk1/pp2bppp/2p5/q7/4P3/1BP5/P2BQPPP/R4RK1 b - - 2 15,13.0,f8e8
1665,r1br2k1/pp2bppp/2p5/q7/4P3/1BP5/P2BQPPP/R2R2K1 b - - 4 16,6.0,d8e8
1666,r1br2k1/1p2bppp/p1p5/q7/2P1P3/1B6/P2BQPPP/R2R2K1 b - - 0 17,27.0,a5a3
1667,r1br2k1/1p2bppp/p1p5/4q3/2P1P3/1B6/P2BQPPP/2RR2K1 b - - 2 18,29.0,d8d4
1668,r2r2k1/1p2bppp/p1p5/4qb2/2P1P3/1B3P2/P2BQ1PP/2RR2K1 b - - 0 19,53.0,a6a5
1669,r2r2k1/1p3ppp/p1p5/4qb2/2P1P3/bB3P2/P2BQ1PP/1R1R2K1 b - - 2 20,30.0,a6a5
